regione_residenza,amministrazione,sesso,modalita_autenticazione,numero,fascia di età
LIGURIA,MINISTERO DELL'INTERNO,F,SPID,21,35-44
LIGURIA,MINISTERO DELL'INTERNO,F,CIE,2,45-54
LIGURIA,MINISTERO DELL'INTERNO,F,CIE,8,45-54
LIGURIA,MINISTERO DELL'INTERNO,F,CNS,5,45-54
LIGURIA,MINISTERO DELL'INTERNO,F,SPID,128,45-54
LIGURIA,MINISTERO DELL'INTERNO,F,SPID,35,45-54
LIGURIA,MINISTERO DELL'INTERNO,F,CIE,16,55-64
LIGURIA,MINISTERO DELL'INTERNO,F,CIE,10,55-64
LIGURIA,MINISTERO DELL'INTERNO,F,CNS,32,55-64
LIGURIA,MINISTERO DELL'INTERNO,F,CNS,6,55-64
LIGURIA,MINISTERO DELL'INTERNO,F,SPID,176,55-64
LIGURIA,MINISTERO DELL'INTERNO,F,SPID,181,55-64
LIGURIA,MINISTERO DELL'INTERNO,M,SPID,8,65- 
LIGURIA,MINISTERO DELL'INTERNO,M,CIE,3,18-24
LIGURIA,MINISTERO DELL'INTERNO,M,SPID,51,18-24
LIGURIA,MINISTERO DELL'INTERNO,M,SPID,14,18-24
LIGURIA,MINISTERO DELL'INTERNO,M,CIE,9,25-34
LIGURIA,MINISTERO DELL'INTERNO,M,CIE,3,25-34
LIGURIA,MINISTERO DELL'INTERNO,M,CNS,2,25-34
LIGURIA,MINISTERO DELL'INTERNO,M,SPID,288,25-34
LIGURIA,MINISTERO DELL'INTERNO,M,SPID,96,25-34
LIGURIA,MINISTERO DELL'INTERNO,M,CIE,12,35-44
LIGURIA,MINISTERO DELL'INTERNO,M,CIE,10,35-44
LIGURIA,MINISTERO DELL'INTERNO,M,CNS,4,35-44
LIGURIA,MINISTERO DELL'INTERNO,M,SPID,208,35-44
LIGURIA,MINISTERO DELL'INTERNO,M,SPID,295,35-44
LIGURIA,MINISTERO DELL'INTERNO,M,CIE,12,45-54
LIGURIA,MINISTERO DELL'INTERNO,M,CIE,41,45-54
LIGURIA,MINISTERO DELL'INTERNO,M,CNS,9,45-54
LIGURIA,MINISTERO DELL'INTERNO,M,CNS,5,45-54
LIGURIA,MINISTERO DELL'INTERNO,M,SPID,606,45-54
LIGURIA,MINISTERO DELL'INTERNO,M,SPID,308,45-54
LIGURIA,MINISTERO DELL'INTERNO,M,CIE,42,55-64
LIGURIA,MINISTERO DELL'INTERNO,M,CIE,31,55-64
LIGURIA,MINISTERO DELL'INTERNO,M,CNS,11,55-64
LIGURIA,MINISTERO DELL'INTERNO,M,CNS,15,55-64
LIGURIA,MINISTERO DELL'INTERNO,M,SPID,540,55-64
LIGURIA,MINISTERO DELL'INTERNO,M,SPID,440,55-64
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,38,65- 
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,39,65- 
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,514,65- 
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,19,18-24
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,183,18-24
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,65,25-34
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,21,25-34
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,1686,25-34
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,81,35-44
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,64,35-44
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,2523,35-44
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,157,45-54
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,94,45-54
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,4047,45-54
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,288,55-64
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,6,55-64
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,345,55-64
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,4276,55-64
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,12,65- 
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,2,65- 
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,104,65- 
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,4,18-24
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,35,18-24
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,33,25-34
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,7,25-34
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,565,25-34
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,21,35-44
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,11,35-44
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,666,35-44
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,44,45-54
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CNS,2,45-54
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,17,45-54
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,760,45-54
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,63,55-64
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CNS,6,55-64
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,27,55-64
LIGURIA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,868,55-64
LIGURIA,MINISTERO DELLA CULTURA,F,SPID,8,65- 
LIGURIA,MINISTERO DELLA CULTURA,F,SPID,14,25-34
LIGURIA,MINISTERO DELLA CULTURA,F,SPID,20,35-44
LIGURIA,MINISTERO DELLA CULTURA,F,CIE,4,45-54
LIGURIA,MINISTERO DELLA CULTURA,F,SPID,26,45-54
LIGURIA,MINISTERO DELLA CULTURA,F,CIE,8,55-64
LIGURIA,MINISTERO DELLA CULTURA,F,SPID,45,55-64
LIGURIA,MINISTERO DELLA CULTURA,M,CIE,2,65- 
LIGURIA,MINISTERO DELLA CULTURA,M,SPID,4,65- 
LIGURIA,MINISTERO DELLA CULTURA,M,SPID,10,25-34
LIGURIA,MINISTERO DELLA CULTURA,M,SPID,11,35-44
LIGURIA,MINISTERO DELLA CULTURA,M,CNS,2,45-54
LIGURIA,MINISTERO DELLA CULTURA,M,SPID,13,45-54
LIGURIA,MINISTERO DELLA CULTURA,M,CIE,4,55-64
LIGURIA,MINISTERO DELLA CULTURA,M,SPID,21,55-64
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,15,65- 
LIGURIA,MINISTERO DELLA DIFESA,F,CIE,3,18-24
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,6,18-24
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,26,18-24
LIGURIA,MINISTERO DELLA DIFESA,F,CIE,3,25-34
LIGURIA,MINISTERO DELLA DIFESA,F,CNS,3,25-34
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,7,25-34
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,25,25-34
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,98,25-34
LIGURIA,MINISTERO DELLA DIFESA,F,CIE,3,35-44
LIGURIA,MINISTERO DELLA DIFESA,F,CNS,5,35-44
LIGURIA,MINISTERO DELLA DIFESA,F,CNS,3,35-44
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,64,35-44
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,91,35-44
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,24,35-44
LIGURIA,MINISTERO DELLA DIFESA,F,CNS,3,45-54
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,40,45-54
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,18,45-54
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,6,45-54
LIGURIA,MINISTERO DELLA DIFESA,F,CIE,10,55-64
LIGURIA,MINISTERO DELLA DIFESA,F,CNS,14,55-64
LIGURIA,MINISTERO DELLA DIFESA,F,SPID,184,55-64
LIGURIA,MINISTERO DELLA DIFESA,M,CIE,2,65- 
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,28,65- 
LIGURIA,MINISTERO DELLA DIFESA,M,CIE,16,18-24
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,123,18-24
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,2,18-24
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,12,18-24
LIGURIA,MINISTERO DELLA DIFESA,M,CIE,13,25-34
LIGURIA,MINISTERO DELLA DIFESA,M,CNS,2,25-34
LIGURIA,MINISTERO DELLA DIFESA,M,CNS,10,25-34
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,322,25-34
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,27,25-34
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,35,25-34
LIGURIA,MINISTERO DELLA DIFESA,M,CIE,35,35-44
LIGURIA,MINISTERO DELLA DIFESA,M,CIE,12,35-44
LIGURIA,MINISTERO DELLA DIFESA,M,CNS,7,35-44
LIGURIA,MINISTERO DELLA DIFESA,M,CNS,36,35-44
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,921,35-44
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,154,35-44
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,146,35-44
LIGURIA,MINISTERO DELLA DIFESA,M,CIE,10,45-54
LIGURIA,MINISTERO DELLA DIFESA,M,CIE,53,45-54
LIGURIA,MINISTERO DELLA DIFESA,M,CIE,11,45-54
LIGURIA,MINISTERO DELLA DIFESA,M,CNS,75,45-54
LIGURIA,MINISTERO DELLA DIFESA,M,CNS,7,45-54
LIGURIA,MINISTERO DELLA DIFESA,M,CNS,3,45-54
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,999,45-54
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,158,45-54
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,190,45-54
LIGURIA,MINISTERO DELLA DIFESA,M,CIE,25,55-64
LIGURIA,MINISTERO DELLA DIFESA,M,CIE,24,55-64
LIGURIA,MINISTERO DELLA DIFESA,M,CIE,3,55-64
LIGURIA,MINISTERO DELLA DIFESA,M,CNS,12,55-64
LIGURIA,MINISTERO DELLA DIFESA,M,CNS,2,55-64
LIGURIA,MINISTERO DELLA DIFESA,M,CNS,34,55-64
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,45,55-64
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,311,55-64
LIGURIA,MINISTERO DELLA DIFESA,M,SPID,431,55-64
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,CIE,5,65- 
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,CNS,4,65- 
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,SPID,49,65- 
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,SPID,3,18-24
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,CNS,2,25-34
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,SPID,148,25-34
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,CIE,3,35-44
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,CNS,2,35-44
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,SPID,90,35-44
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,CIE,8,45-54
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,CNS,22,45-54
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,SPID,186,45-54
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,CIE,23,55-64
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,CNS,51,55-64
LIGURIA,MINISTERO DELLA GIUSTIZIA,F,SPID,302,55-64
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,CIE,2,65- 
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,SPID,24,65- 
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,SPID,10,18-24
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,CIE,2,25-34
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,SPID,174,25-34
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,CIE,9,35-44
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,CNS,3,35-44
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,SPID,201,35-44
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,CIE,15,45-54
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,CNS,9,45-54
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,SPID,208,45-54
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,CIE,21,55-64
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,CNS,20,55-64
LIGURIA,MINISTERO DELLA GIUSTIZIA,M,SPID,214,55-64
LIGURIA,MINISTERO DELLA SALUTE,F,SPID,3,25-34
LIGURIA,MINISTERO DELLA SALUTE,F,SPID,8,45-54
LIGURIA,MINISTERO DELLA SALUTE,F,SPID,11,55-64
LIGURIA,MINISTERO DELLA SALUTE,M,SPID,2,65- 
LIGURIA,MINISTERO DELLA SALUTE,M,SPID,8,25-34
LIGURIA,MINISTERO DELLA SALUTE,M,SPID,4,35-44
LIGURIA,MINISTERO DELLA SALUTE,M,SPID,5,45-54
LIGURIA,MINISTERO DELLA SALUTE,M,CIE,2,55-64
LIGURIA,MINISTERO DELLA SALUTE,M,SPID,5,55-64
LIGURIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,SPID,7,55-64
LIGURIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,4,65- 
LIGURIA,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,12,55-64
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CIE,2,65- 
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,3,65- 
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,4,25-34
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,4,35-44
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,5,45-54
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CIE,3,55-64
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CNS,4,55-64
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,33,55-64
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CIE,2,65- 
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,8,65- 
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,5,25-34
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,5,35-44
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,12,45-54
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CIE,3,55-64
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CNS,2,55-64
LIGURIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,25,55-64
LIGURIA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,2,65- 
LIGURIA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,5,25-34
LIGURIA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,7,35-44
LIGURIA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,6,45-54
LIGURIA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,10,55-64
LIGURIA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,2,65- 
LIGURIA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,4,25-34
LIGURIA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,3,35-44
LIGURIA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,9,45-54
LIGURIA,MINISTERO UNIVERSITA' E RICERCA,M,CIE,3,55-64
LIGURIA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,9,55-64
LIGURIA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,SPID,2,25-34
LOMBARDIA,A.O. S. GIOVANNI ADDOLORATA,F,SPID,2,25-34
LOMBARDIA,A.O.R.N. ANTONIO CARDARELLI,F,SPID,5,25-34
LOMBARDIA,A.O.R.N. ANTONIO CARDARELLI,F,SPID,2,35-44
LOMBARDIA,A.O.R.N. ANTONIO CARDARELLI,M,SPID,2,25-34
LOMBARDIA,AGENZIA DEL DEMANIO,F,SPID,13,35-44
LOMBARDIA,AGENZIA DEL DEMANIO,F,SPID,17,45-54
LOMBARDIA,AGENZIA DEL DEMANIO,M,SPID,4,25-34
LOMBARDIA,AGENZIA DEL DEMANIO,M,CIE,2,35-44
LOMBARDIA,AGENZIA DEL DEMANIO,M,SPID,11,35-44
LOMBARDIA,AGENZIA DEL DEMANIO,M,SPID,14,45-54
LOMBARDIA,AGENZIA DEL DEMANIO,M,SPID,3,55-64
LOMBARDIA,AGENZIA DELLE DOGANE,F,CIE,5,65- 
LOMBARDIA,AGENZIA DELLE DOGANE,F,SPID,31,65- 
LOMBARDIA,AGENZIA DELLE DOGANE,F,SPID,17,25-34
LOMBARDIA,AGENZIA DELLE DOGANE,F,CIE,2,35-44
LOMBARDIA,AGENZIA DELLE DOGANE,F,SPID,40,35-44
LOMBARDIA,AGENZIA DELLE DOGANE,F,CIE,5,45-54
LOMBARDIA,AGENZIA DELLE DOGANE,F,SPID,198,45-54
LOMBARDIA,AGENZIA DELLE DOGANE,F,CIE,12,55-64
LOMBARDIA,AGENZIA DELLE DOGANE,F,SPID,209,55-64
LOMBARDIA,AGENZIA DELLE DOGANE,M,CIE,2,65- 
LOMBARDIA,AGENZIA DELLE DOGANE,M,SPID,57,65- 
LOMBARDIA,AGENZIA DELLE DOGANE,M,SPID,2,18-24
LOMBARDIA,AGENZIA DELLE DOGANE,M,SPID,22,25-34
LOMBARDIA,AGENZIA DELLE DOGANE,M,CIE,2,35-44
LOMBARDIA,AGENZIA DELLE DOGANE,M,SPID,82,35-44
LOMBARDIA,AGENZIA DELLE DOGANE,M,CIE,10,45-54
LOMBARDIA,AGENZIA DELLE DOGANE,M,SPID,262,45-54
LOMBARDIA,AGENZIA DELLE DOGANE,M,CIE,12,55-64
LOMBARDIA,AGENZIA DELLE DOGANE,M,SPID,238,55-64
LOMBARDIA,AGENZIA DELLE ENTRATE,F,CIE,10,65- 
LOMBARDIA,AGENZIA DELLE ENTRATE,F,SPID,93,65- 
LOMBARDIA,AGENZIA DELLE ENTRATE,F,CIE,4,25-34
LOMBARDIA,AGENZIA DELLE ENTRATE,F,SPID,168,25-34
LOMBARDIA,AGENZIA DELLE ENTRATE,F,CIE,7,35-44
LOMBARDIA,AGENZIA DELLE ENTRATE,F,CNS,3,35-44
LOMBARDIA,AGENZIA DELLE ENTRATE,F,SPID,392,35-44
LOMBARDIA,AGENZIA DELLE ENTRATE,F,CIE,19,45-54
LOMBARDIA,AGENZIA DELLE ENTRATE,F,CNS,20,45-54
LOMBARDIA,AGENZIA DELLE ENTRATE,F,SPID,630,45-54
LOMBARDIA,AGENZIA DELLE ENTRATE,F,CIE,22,55-64
LOMBARDIA,AGENZIA DELLE ENTRATE,F,CNS,30,55-64
LOMBARDIA,AGENZIA DELLE ENTRATE,F,SPID,414,55-64
LOMBARDIA,AGENZIA DELLE ENTRATE,M,CIE,15,65- 
LOMBARDIA,AGENZIA DELLE ENTRATE,M,CNS,2,65- 
LOMBARDIA,AGENZIA DELLE ENTRATE,M,SPID,65,65- 
LOMBARDIA,AGENZIA DELLE ENTRATE,M,CIE,7,25-34
LOMBARDIA,AGENZIA DELLE ENTRATE,M,SPID,162,25-34
LOMBARDIA,AGENZIA DELLE ENTRATE,M,CIE,8,35-44
LOMBARDIA,AGENZIA DELLE ENTRATE,M,CNS,8,35-44
LOMBARDIA,AGENZIA DELLE ENTRATE,M,SPID,384,35-44
LOMBARDIA,AGENZIA DELLE ENTRATE,M,CIE,29,45-54
LOMBARDIA,AGENZIA DELLE ENTRATE,M,CNS,12,45-54
LOMBARDIA,AGENZIA DELLE ENTRATE,M,SPID,630,45-54
LOMBARDIA,AGENZIA DELLE ENTRATE,M,CIE,26,55-64
LOMBARDIA,AGENZIA DELLE ENTRATE,M,CNS,31,55-64
LOMBARDIA,AGENZIA DELLE ENTRATE,M,SPID,436,55-64
LOMBARDIA,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,F,SPID,7,45-54
LOMBARDIA,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,F,SPID,3,55-64
LOMBARDIA,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,M,SPID,3,45-54
LOMBARDIA,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,M,SPID,7,55-64
LOMBARDIA,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,F,SPID,2,65- 
LOMBARDIA,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,F,SPID,2,55-64
LOMBARDIA,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,M,SPID,4,45-54
LOMBARDIA,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,M,SPID,2,55-64
LOMBARDIA,ARCHIVI NOTARILI,F,SPID,3,65- 
LOMBARDIA,ARCHIVI NOTARILI,F,SPID,5,45-54
LOMBARDIA,ARCHIVI NOTARILI,F,SPID,8,55-64
LOMBARDIA,ARCHIVI NOTARILI,M,SPID,2,25-34
LOMBARDIA,ARCHIVI NOTARILI,M,SPID,5,55-64
LOMBARDIA,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,F,SPID,2,25-34
LOMBARDIA,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,M,SPID,2,25-34
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,2,65- 
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,F,SPID,2,65- 
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,2,25-34
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,F,SPID,3,25-34
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,3,35-44
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,2,45-54
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,9,55-64
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,F,SPID,4,55-64
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,M,SPID,7,25-34
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,M,SPID,3,35-44
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,M,CNS,3,45-54
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,M,SPID,3,45-54
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,M,CNS,3,55-64
LOMBARDIA,AVVOCATURA GENERALE DELLO STATO,M,SPID,2,55-64
LOMBARDIA,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,SPID,2,25-34
LOMBARDIA,AZIENDA SANITARIA LOCALE LATINA,F,SPID,3,25-34
LOMBARDIA,AZIENDA SANITARIA LOCALE LATINA,M,SPID,2,25-34
LOMBARDIA,AZIENDA SANITARIA LOCALE ROMA 6,F,SPID,2,25-34
LOMBARDIA,AZIENDA SANITARIA LOCALE ROMA 6,F,SPID,2,35-44
LOMBARDIA,AZIENDA SANITARIA LOCALE ROMA 6,M,SPID,3,25-34
LOMBARDIA,COMUNE DI BOVEZZO,M,SPID,2,35-44
LOMBARDIA,COMUNE DI CARAVAGGIO,F,SPID,4,25-34
LOMBARDIA,COMUNE DI CARAVAGGIO,F,SPID,5,35-44
LOMBARDIA,COMUNE DI CARAVAGGIO,F,SPID,8,45-54
LOMBARDIA,COMUNE DI CARAVAGGIO,F,SPID,8,55-64
LOMBARDIA,COMUNE DI CARAVAGGIO,M,SPID,5,25-34
LOMBARDIA,COMUNE DI CARAVAGGIO,M,SPID,9,45-54
LOMBARDIA,COMUNE DI CARAVAGGIO,M,SPID,6,55-64
LOMBARDIA,COMUNE DI CASTELVERDE,M,SPID,2,45-54
LOMBARDIA,COMUNE DI MONTORFANO,F,SPID,2,45-54
LOMBARDIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,3,65- 
LOMBARDIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,6,25-34
LOMBARDIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,4,35-44
LOMBARDIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,4,45-54
LOMBARDIA,CONSIGLIO DI STATO E T.A.R.,F,CIE,2,55-64
LOMBARDIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,10,55-64
LOMBARDIA,CONSIGLIO DI STATO E T.A.R.,M,SPID,6,25-34
LOMBARDIA,CONSIGLIO DI STATO E T.A.R.,M,SPID,2,35-44
LOMBARDIA,CONSIGLIO DI STATO E T.A.R.,M,SPID,12,45-54
LOMBARDIA,CONSIGLIO DI STATO E T.A.R.,M,SPID,7,55-64
LOMBARDIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,6,65- 
LOMBARDIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,5,35-44
LOMBARDIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,CIE,2,45-54
LOMBARDIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,25,45-54
LOMBARDIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,CIE,2,55-64
LOMBARDIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,23,55-64
LOMBARDIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,5,65- 
LOMBARDIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,2,25-34
LOMBARDIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,8,35-44
